city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
 ???,   ?? ???? ???????? ,4 ?????,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000,"Beautiful Villa in a compound Available for rent in Al Basateen area - Obhur Al Janubiyah. 
Size: 440 Sqm. 
The Villa has 5 bedrooms and 5 bathrooms, 1 large saloon & 1 family room, fully equipped kitchen, maid\\\'s room with bathroom, storage room a..."
 ???,   ?? ?????? ,????,380,8,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,100000,"???? ????? ????? ????? ????? ????? ??????? ????? ???? ???? ???? ???? ?????? ???? ??????????? ??? ??? ?????? ????? ???? ????? ?????? ?????? ????? ????? 
?????? ?????. ??????? 100 ???. ?????"
 ???,   ?? ???? ???????? ,????,160,5,3,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,95000,"???? ????? ???? ????????? ??? ???? ???? ??????

???????? ??????? ?? ???? ??????? ???
0548163436
?? ?????? 9? ??? 5 ?????"
 ???,   ?? ?? ????? ,????,220,0,6,4,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,35000,"???? ??? ?? ??? 
??????? ?? ?? ?????? 

????? ????? 
????? ?? 
6??? 
???? 
4 ???? + ???? ????? + ???? ????
???? ???? ????? +???? ??? 


??????? 
0501010210"
 ???,   ?? ???????? ,????,430,0,6,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,60000,"?????? ????? ?? ??? ??????? ?????? ?? ?? ???????? ????? ?? (? ??? ??? ???? ???? ) ( ????? ???? ???? ) (???? ????? ???? ???? ) (???? ???? ???? ???? ) ( ???? ???? ???? ???? ) ???? ????? ????? ????? ) ( ????? ???? ????? ???? ???? ) ( ???? ???? ) ( ???? ..."
 ???,   ?? ?????? ,3 ?????,587,11,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,130000,"???? ??????? ??? ?????? ????? ????? ??? 3 ????? ????? ????? ????? ??????? 587 ? ????? 11 ??? ??????
?????? ??? ????
??????? 130 ??? ???? ???????
???? 0550892991"
 ???,   ?? ?????? ,???,280,0,6,4,3,1,1,0,1,1,1,1,0,1,0,1,1,0,1,50000,"??????? ???? ?????? ????? ?????? ???? ????? ????? ?????? ????? ??? ???? ??? ??????? ??? ???? ??????? ????? 
 ????? ?? ????? 50000 ??? ???? ??????? 0548025557   ???? ?????"
 ???,   ?? ??????? ,????,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000,"??????
???? ??????? 
???? ?????? ?????? ??????? ????? ???? ????? 

?????  ????? ?????
???? ???? ?????? ?????? ??????? ?????? ??? ?????? ???? ???? ???? 

???? ???? ??? ????? ?????? ????? ??????? (?? ????? ) ???? ?? ???????? ??? 
???? ??????? ?????? ??..."
 ???,   ?? ???????? ,???? ????,370,15,3,4,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,120000,"???? ??????? ?? ???????? ???? ???? ?? ???? (??? ??????)????? ????. 
??????? ???? 
???? ????? ?? ????? ?? ????.
????? ??: ????? ?????? ???? ????? + ????(?????)+? ??????+ ? ??? ?? ?????.
????? ??????: ? ??? ?? ????? ???????.
??????: ? ??? ?? ????? ????..."
 ???,   ?? ???????? ,???,750,25,5,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,190000,"???? ????? ??????? ??? ???????? ??? ????? ???????? ??????? 750 ? ???? 15 ????? ????? ?????
????? ?????? ???? ?? ??????? ???? ??? ?????? + ???? ????? ???? + ???? ????? + ?????? ???? + ?????? + ???? ????
????? ????? ???? ?? ?????? ?????? ??? ????? + ??..."
 ???,   ?? ?????? ,????,512,8,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,50000,"??? ???? ? ?????? ? ?????? ??? ???? ???? 

???? ???  10 ??? ??? ???? ??? ?????   : 

- ??? 7 ??? ???
- ??? 2 ????
- ????
- ????
- ???? ????
- ???? ????? ?????? ????? ????
- ??? 6 ????? ????
???? ??????? ?????? : 50 ??? ????? ?? ???????
??? ???? ?????..."
 ???,   ?? ?????? ,????,1200,7,6,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,350000,"???? ???? ????? ??????? ?????? ?? ?????? ?? ?????? 

?????? ????? ??? 100?? ????? ?? ????? ???????

6 ??? ???
??????
????? ????? ?????? 

??? ????? 5000
??? ????? ??? ???? 50 ??? ???? ????? ????
??? ????? ?????? 90 ??? ???? ??????? ???? 

?????????:0..."
 ???,   ?? ???? ,???,313,2,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,65000,"?? ???? ????? ??? : ???? ?????? ? 312 ? ???? ????? ? ??????? 600 ??? ???? .? ?????? ?????? ?? ????? ???? ????? ? ???? ???? ????? ????? ?? ???? ?????? ? ??? ???????? ? ???? ???? ? ???? ? ???? ????? ? ???? ??? ??? ????????? ???? ???? ???? ?????? ... ??..."
 ???,   ?? ?????? ,????,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000,"???? ????? ???????

@ - ????? ???????? 

https://linktr.ee/kayana.est?utm_source=qr_code"
 ???,   ?? ??????? ,???,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000,"???? ??????? ???? ?????? ???????
????? ????? ??? ???????
???? ???
???? ????? ???? ????? ????? ?????? 
??? ????? 
????? ?????
??????? + ???????"
 ???,   ?? ?????? ,????,300,12,5,4,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,75000,"???? ????? .. ????? ?????
??? ??????? .. ??? ??? ?????
????? ?????? 300 ???
?? ???? .. ???? / ??? ???? ????"
 ???,   ?? ??????? ,???,550,0,7,5,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,115000,"???? ????? ????? ????? ????? ?????? ???? ???????? ???????
????? ?????? ??????? ??????+???? +????+? ??? ? ? ????? ????.
????? ????? ??????? ??????+???? +????+? ??? ??? ? ? ????? ????.
???? ???? ????? ????? ????.
???? ? ????? ???? ???? ?????? ????? ???..."
 ???,   ?? ?????? ,???,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000,"??? ???? ??????? ??? ???? ????
 ???? ??? ??? ???? ?? ??? ???????  ?? ???? ??????? 1 ?? ?????? 7 ????? ?? ???? ??? ???? ???? . 
???????? :
- ??? 10 ??? ????? ( ?????? ) ?????? ?????? ????? ?? 10 ??? + 2 ???? + ???? ????? + ??? + 6 ????? ???? * ?????50..."
 ???,   ?? ???????? ,???,300,9,6,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000,"????? ?????? ??? ???? ???? ????? ???? ?????. ????? ?? ???? ?????? ?????? ?????? ???? ?? ? ????? ???  ????? ??? ????? ?????? ?? ???? ?????. .???? ???? ????????? ?. ??? ????? ??? ????? ?????? ????? ??? ? ?? ? ??? ???? .  ? ??? ??? ???????. ????? ????? ..."
 ???,   ?? ???????? ,????,300,8,4,5,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,85000,???? ??????? ?? ???????? ????? ?? ???? ????????
 ???,   ?? ?????? ,???,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000,"???? ??????? ??? ????? ???????
???? ????? ????? 
??? ???? ?????? ???? ?? ???"
 ???,   ?? ???????? ,???,320,4,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000,"???? ??????? ?? ?? ???????? 
?????? ????? ????"
 ???,   ?? ??????? ,????,400,8,6,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,"???? ????? ???? ???? ?? ???? ???? ??? 

?????? ??? ????? ?????? ????? 

??????? ???? ?????? ?????? ????? ???? ????? 
????? ?????? ?????? ????? ??????? ????? ???????
?????? ????? ????? ?? ???? ??? ??? ?????? ????? ?????? ?? ???? ????? ????? ?????
????..."
 ???,   ?? ?????? ,????,360,7,4,4,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,70000,"???? ??????? ????? ???? ????

????? ?????? ?????? ?????

????? ????? ???? ??? ????? ????? 

?????? ????? 

??????? ??????????"
 ???,   ?? ?????? ,????,300,4,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,85000,???? ??? ??? ??????
 ???,   ?? ???????? ,????,360,5,5,5,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,120000,"???? ????? ?????? ??? ????? ????? 
???? ???? 
?? ??? ??? ??????? ?????"
 ???,   ?? ???? ???????? ,????,250,9,6,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55000,??? ??? ??????? ?? ???? ???? ????
 ???,   ?? ??????? ,???,300,6,5,3,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,150000,??? ??????? ????? ??????? ????? ???? ?? ??? ????? ????? ???? ???? ?? ???? ??????? ????? ????? ????? ????? ????? ????? ??????
 ???,   ?? ?????? ,????,350,0,4,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,3000,"???? ????? ????? ?? 4 ??? ??? ? 4 ????? ???? ? ???? ????? ?? ???? ???? ???? 10 ????? ????? ??? ????? ??? 

??????? ?????? 

?????: 0533390234"
 ???,   ?? ????? ,???? ????,437,36,7,5,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75000,"????  ?? ???? ????? ?????? ???? ??????? ?????? ????? ??? ??? ????? ????  ???? ??? ???? ?? ??????? ????????? ???? ????? ?? ????????? ??????? ??????? ??????? ???? ????? ?????? ,  ??? ????  ???? ??????? ??? ?????? 
 ????? ???? ?? ??? ??? ?????? 
???? ??..."
 ???,   ?? ???????? ,???,300,3,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,120000,"??????? ??? ??? ????????

????? ?? ????? ?????? 

????? ?????? / 3 ??? ??? + ?????? ???? + ???? + ???? ???? + ???? + ??? ??????


????? ????? / 3 ??? ??? + ?????? ???? + ???? + ???? ???? + ???? + ??? ?????? + ???

???? ?????? ????? ????? ?????


????..."
 ???,   ?? ?????? ,???,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000,???? ????? ??? ???? ?????? ????? ?????? ?????? ??? ????? ????? ??? ????? ?????
 ???,   ?? ?????? ,???,400,0,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,250000,"??? ??????? ??????? 1 
????? ?? ???? ??? 

??????? ??? ??
?????? ??? ?????? 

????? ?????:  ???? ????? ??? ??/ ???? ??????/ ???? ???? ( ????? ??? ??????)/ ????( ??????) 

????? ??????: 4 ??? ??? ????? ??? ?? ???????? ( ???? ?????) 

????? ??????:  ??..."
 ???,   ?? ??????? ,????,350,5,5,3,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,160000,"???? ????? ??? 
???? 
???? 
???? ????? 
???? ???? ?????"
 ???,   ?? ???????? ,????,300,13,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000,"???? ??????? ??? ???????? 
???? ???? ????? ?????? 
4 ??? ???"
 ???,   ?? ??????? ,????,350,11,6,5,3,1,1,0,0,0,1,0,0,0,1,1,1,0,0,80000,"???? ??? ????? 6 ??? 
?3 ????? ?????? ??? ??? 
 4 ??????. 
 ?????? ??? ?????. 
?????? ????? ????? ????? ???? 
 ?? ?? ??????? ????? ?? ???? ??????? ????? 
????????
 ??????? 80 ??? ????"
 ???,   ?? ????????? ,???,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000,"???? ?????? ????? ?????? ??? ? ??? 
????? ?????? : ?????? + ?????? + ???? + ???? + ?????? + ??? 
????? ?????? : ? ??? + ???? + ? ??????"
 ???,   ?? ?????? ,???? ????,350,0,7,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,110000,"???? ??? ????? ???????
????? ???? ??????? ????
?????
?????? ????? ????? 
???? ????? ??????
??? ?????
????? ????? 
????
???? ????
????
???? 
???? ?? ???????
?????? ????
????? ?????? 
???? ??? ???
???? ???? ?????? + ??????
?????? ????
????
???? ????
??..."
 ???,   ?? ???????? ,????,375,7,6,3,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110000,????????? ????? ???? ????? ???? : ????? ????? ??? ?? ??????? ????? ?????? ?? ? ???? ???????? (?) ????? ?????? ???? ?? ??????? ?????? ?????? ??????? ????? ??????? ?? ??? ?????? ????? ???? ????? ??????? ?? ??? ????? ???? ? ?? ??? ???? ????? ?(?) ????? ...
 ???,   ?? ?????? ,????,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000,"??? ?????/ 955
??? ?????? / ???? ??? ???? ????????
?????? /  ??? - ?? ?????? ??????
????????? / ?????? ??? ????? 3 ?????? ???? 4 ????? ???? ??? ???
???????? / ????? ????? ???? ???? ????? 
??????? / 60 ??? + ???? ??????

?????? /  
 
0543777161 
05437..."
 ???,   ?? ???????? ,???,350,0,7,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,"?????? ???? ??????? ?????
??????? ??? 
???? ???????? 
????? ???? ?????? ????? 
??????? 350 ??? 
????????? ?????? 
????? ?????? ??? ???? + ???? ?????? 
+ 2 ?????? + ???? + ???? + 2 ???? ???? 
????? ????? 4 ??? ??? ???? ????? 
+ ???? + ???? ?????? ????..."
 ???,   ?? ???????? ,???,750,17,5,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,150000,"???? ????????? ?? ???????? ????? ?? 3??? ?????? ???????? 24???? ???? ?? ???? ????? ???? ????? ??????? ????? ???? ???? ???? ????? ???? ???? ????? ??????? ??? ???

 ????? 0562360535"
 ???,   ?? ???????? ,???,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000,"???  ?????  ?? ???   ????   ? ???  ????? ????? ????    ?????  ?????  ?? ??????     ??  ???   ????    ?????   ????   
?????   ????????    ?  ????  ????????  ?"
 ???,   ?? ???????? ,???,300,11,5,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,95000,???? ?????? ????? ????? ????? ????? ???? ????? ????? ??? ??????? ?????? ???? ?????? ???? ?????? ??? ???? ???? ???? ??????? ??????? ?? ??? ???? ???????
 ???,   ?? ?????? ,3 ?????,500,23,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,700000,???? ????????? ????? ???? ??? ???? ???? ??? ? ????? ... ??????? ????????? ???? ????? ... ????? ?? ???????? ??????? ?????????? ??? ??????? ????? ??? ??? ????
 ???,   ?? ???????? ,????,320,4,7,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,55000,"???? ??????? ?????? ????? ???? ????? ?????? ????? ???? ?? ?????? ?? ???? ????? ????? ?????? ??? ???????????? ???? ???? ?????? ?? ???? ???????.... ????? ?? ?????  ????? ? ??? ?????... ?????? ?????? ??? ????? ???? ????? ????? ????? ????? ????..
????? ?..."
 ???,   ?? ???????? ,????,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000,"???? ??????? ???? ?????? ????? ????? ??? ????? .
????? ?????? ????? 
????? ????? ???? ??? 
????? ?????? ??? ??? ?? ???"
 ???,   ?? ???????? ,????,350,13,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000,"???? ??????? ??? ???????? 
?????? ????? ????"
 ???,   ?? ???????? ,???? ????,155,4,5,5,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,70000,"???? ??? ??????? ????? 
????? ?? ?????? 
????? ????? ?????
???? ???? ?????? ???? ?????? ??????? ?? ??????? ???

?????? ??????* 
*??? ???? ???? ?????? ???? ???? ?? ?????*
*???? ??? ?????? ???? ????? ?????? * 
*?? ??????? ????? ????? ????? * 
*???? ???..."
 ???,   ?? ???????? ,???? ????,300,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000,"?? ???????? ?
???? ??????? ????? ?? ??? ??? ????? ?????? 
????? ?????? ????? ?? :
-????? ????? ????? ?? ???? ?*?
-???? ???? ????? 
-???? 
-?????? ???? 
????? ?????? ????? ?? /
_ ???? ??? ??? ???? ???? ?????  ????? ?? ???? ?*?
- ???? ????? 
- ???? ???..."
 ???,   ?? ??????? ,????,290,0,5,5,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,65000,"???? ????? ??????? .. Enter House for rent 
??????? +966551305557
Contact number +966551305557

????? ?????? : ???? ???? - ???? - ???? ????? ??????? ??? ???? ?????? ??????? ?????? ??? ??????- ???? - 2 ????? ???? ..

????? ????? :- 4 ??? ??? - ???? - ..."
 ???,   ?? ??????? ,???,262,2,6,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,60000,"???? ??????? ?? ???? ???????? ?? ??????? 

????? ?????? 
????? ????? ???? ???? ?????? ??? ?????? 

????? ?????? ???? ???? 

???? ???? 

???? 

???? 

?????? ???? 


????? ????? 

 ???? ???

?????? ???? 

????


?????? 

? ??? ??? 

??? 


????? ?? ??..."
 ???,   ?? ??????? ,???,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000,"*????? ??????* 
?????? 
? ???? ( ???? ???? ???? ) ??????? ??? ??? ?????  
? ???? ???? 
???? ?????? ???? ??? ????? ???? ??? ????
???? ????? ????????? ????? ????? ??? ???? ????? ??????  ??????? ?? ???? 

*????? ?????* 
???? ?????? ????? ???? ????? ????..."
 ???,   ?? ?????? ,????,600,4,5,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,45000,???? ??????? ?????? ?? ???? ?????? ?????? ????????
 ???,   ?? ??????? ,????,1,5,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,145000,"https://my.matterport.com/show/?m=uMaLYSQ8cdM
??? ????? ?? ????? 
????? ????? 
3 ????? + 3 ????? ???? + ???? + ???? ????  + ???? ????? + ?????? ???? + ???? + ??? 
????? ?????? 
???? +5 ??? ??? +3 ??? ???? + 4 ????? ????"
 ???,   ?? ???? ???????? ,???,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000,"????? ??? ??? ????? ?????? ( ????? ??????)

???? ???? ?????? ( ????? ???? ????? ?????? )

??? ????? ????? ??????? - ????? ??????? - ?????? - ????? - ?????? ????? - ????? - ????? - ??????? - ???????? ??? ????"
 ???,   ?? ?????? ,????,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000,"???  ???????   ? ??  ??????  ???  ?????    ?????? ????? ?????   ????   
?????   ?????  ?? ????? ?????   
?????   ??????  ????? ?????? ????? ?????  ????? ????  

????? ?????    ????   ??   ? ???   ???  ?? ????   ??????? 
??????   ????   ?????  ???  ??..."
 ???,   ?? ???????? ,???? ????,303,0,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40000,"???? ????? ?????? ?? ???? ((??? ????))

??????? ?????? ????
 
?????? ???? ???? ???? ?? ??????? ??

???? ?? ?????? 250? ??????? ..

??????? ?? : 
5 ??? / 3 ????? ???? / ???? / ???? /

/ ??? ???? / ??? ????? ?????? ?????

???? ???? ???? ????? ???? ..

..."
 ???,   ?? ???????? ,???,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000,???? ????????? ?? ???????? ??? ????? ?????? ????? ????? ??????? ????? ????? ???? ??? ????? ????? ?????? ???? ????? ????? ??????? ????? ?????? ?????
 ???,   ?? ???????? ,???? ????,575,10,6,5,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000,"???? ????? ?? ?????? ???? ????

???????? 

???? ?????  ????? 

???? ????? 

?????? ????? ????? 

???? ???? ?? ???? ????? ????? 


???? ???? 

???? ???? 

???? ???? 

??????? 

???? ????? 

??? 


??????? ????? 

?????? ???? ??????"
 ???,   ?? ??????? ,????,400,5,5,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000,"??? ?????? 
??? ????? 
????"
 ???,   ?? ???? ???????? ,????,300,15,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,59000,"??? ??? ???? ??????? ????? ?? ??? ?????? ????? ???? ?? ????? ????
 ??? ???? ???
 ????? ???? ???????
 ?????? ???? ??? T .
?????? ?? ????? ???? ???????? ?? ?? ?????? ????? .

??????? ???? 59,000 / ????? 

???????+?????? : 0500007650"
 ???,   ?? ?????? ,????,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000,???? ?? ???????? ???? ????? ????? ??????? ??? ?????? ????? ? ?????? ????? ?????? ? ? ??????
 ???,   ?? ??????? ,????,321,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,80000,"???? ????? ??????? ??????  ?? ?????? ????? ???? ???? ????
????? ?????? 
???? ???? 
???? ???? ??? ??? ????
???? ????? ??? ??? ????
????? ???? 
????? ?????? 
???? 
???? ??? ??? ?? ???? ?????? 
?????? 
?????? ??? 
????? ???? 
???? ????"
 ???,   ?? ??????? ,???? ????,850,25,7,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,100000,"???? ????? ??????? ??? ?????? ????? ??????
?????? ??? ??????
??? ????? ???? ??? 
?????? ???? ?? 11 ???? 
????? ?????? 
?????? ???? ?????

?????? ????? ???????? ?????? ???? ?????? ????? ???? ?????? .. ???? ?????? ???? ????? ?? ??? ?????? ?? ??? ??????..."
 ???,   ?? ??????? ,????,312,0,7,5,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,55000,"??? ?? ????? ?????? ?????? ???????  :-

 ????? ?? 4 ??? ???? ????? 3 ????? ???? 

????? ????? :-  4 ??? ???? 
???? 3 ??????

?????? :- 3 ??? ???? ??????? ????

????? 55000 ???
???????

 0551303641"
 ???,   ?? ???????? ,???,660,24,5,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,160000,"???? ??????? ??????? ??? ???????? (????????) ???? ??? ???? ???
??????? ????

????? ?????? ? ??? ????? ? ?????? ?????? ?????? 
????? ???? ????? ?????
????? ?????? ? ??? ???? ???? ??? ?????? ?????? ??????? ????? ????? ???? ??? ????
??????? ????????? ??..."
 ???,   ?? ?????? ,????,375,9,7,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000,"?????? ?? ?????? 
??? ???? ???? 
???? ???? ??????? 
????? ????? ??? 
????? ????? ????? ?????? ??? ???
????? ????? ????? ????? ??? ???
????? ????? ????? ?????? ??? ???
?????? ????? ????? ????? 
????? ?????? ? ??? ????? ??????? ????? 
????? ????? ?????..."
 ???,   ?? ??????? ,???,515,0,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,135000,"????? ??? ???
????? ????? ???? 
???? ????? 
???? ????? ????? ???? ????? ????? 
???? 
? ??? ?????
? ????? ??????? 
???? ???? 
????? ?????"
 ???,   ?? ???????? ,???,375,14,5,5,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,90000,"???? ??????? ??? ???? ?????? ????? ????? ???? ???? ??? ?????  ?????? ??? ???? ??????
???? ????? ????? ?? ????? ???? ?????
?? ??? ? ????? ??????? ? ????"
 ???,   ?? ?????? ,???,300,4,6,5,3,1,1,1,0,0,1,1,0,1,0,1,1,1,0,65000,"???? ??????? ????? ?? ???? ??????? ??????? ??? .
????? ????? . ???? ???? ????? ????? ???? ????? ????? ??????? ???? ????? ????? ?????? .
????? ?????? ???? ??? ????? ????? ???? ??????? ?????? ???? ???? ?????? ????? ????? .
????? ?????? . ???? ???? ????..."
 ???,   ?? ??????? ,???,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,60000,"??????
???? ???? ???? ???? ??? ??????? 
???? ??? ????? ?????? ??? ???? ?? ??? ??? ?? ? ??? ????? ??????? ? ???? ????? 
?????? ? ???"
 ???,   ?? ?????? ,???,300,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,75000,"???? ??????? ????? ??????? ????? ?? ???? ??????? ??????? ??? .
????? ????? . ???? ???? ????? ????? ???? ????? ????? ??????? ???? ????? ????? ?????? .
????? ?????? ???? ??? ????? ????? ???? ??????? ?????? ???? ???? ?????? ????? ????? .
????? ?????? . ..."
 ???,   ?? ?????? ,????,650,30,7,5,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,50000,"???????: 50,000 ???? ??????? 
????? : 2,300,000 ???? ???????
??????? ??????? ?? ????? ?? ???? ???? ?? ?????? ? ?? ?????? ? ??? ? ???
??????? ????
??? (2)???? ???? ?????? ?????? 
???? ??? ????? ????? ?? ????
3 ??? ??? +???? + 2 ???? ?? ?? ???
?? ???? ..."
 ???,   ?? ???????? ,???,300,5,6,4,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000,????? ?????? ??????
 ???,   ?? ??????? ,???,250,0,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,70000,"???? ????????????? - ??? - ?? ???????

????? ????? 250 ??? 
???? 15 ???? ????? ????? 

????? ?????? :- ???? ???? ????? ???? 
???? ???? ????? ???? + ???? 
????  + ?????? ????? ????

????? ????? :- ???? ??? ?????? ????? ????? ?????
???? + ?????? ??? ??..."
 ???,   ?? ?????? ,3 ?????,2500,15,7,3,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,65000,"???? ??????? 

???? ??????? ??????"
 ???,   ?? ???????? ,3 ?????,2700,10,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,450000,??? ???? ????? ??????? ????? ???? ??? ????? ?? ???? ????? ????? ????? ????? ?????? ? ?????? ????? ????? ??????? ??? ???? ??? ? ????? ????? ??????? ?? ???? ????? ????? ??? ???
 ???,   ?? ???? ???????? ,????,276,0,3,4,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,66500,"???? ???? ???? ?????? ???? ?? ???? ??????? ???????? ???? ??????? ???????:
-???? ?????? ??????? 
-???? ?????
-????? ????? ?????
-???? ??? ????? ? ??? ???
-????? ???? ???????
-??????? ???? ?? ???? 
-???? ??? ??? ???? ?????"
 ???,   ?? ??????? ,???,310,0,6,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,52000,"? ??? ?????? ??? ????? ??? ??????
?? ???? ????? ?? ????? ?????
?? ?? ????? ????? ??????? ???? ?? ???? ?? ??? ??? ????? ??????? 
?????? ???? ?? ?????? ?????
???? ???? ????

????????? 
??????????
?????? ??? ????"
 ???,   ?? ??????? ,???? ????,608,10,7,5,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,250000,"???? ?????? ?? ?????????
17 ????
 ????? 
????????  ?????? 
???? 25 ???? ?16 ?????
 ?????? 608  
????? ?????? ?? ???? ??? ?? ????? ??????? ???? ?????? ?????? ????? ?????? .

??????? 
0503004887
0595959025"
 ???,   ?? ??????? ,????,312,4,5,5,3,1,1,0,1,1,1,0,0,1,0,1,1,1,0,100000,"???? ?????? ??????? ??????
????? ??????? 
5 ??? ???
6 ????? ????
3 ?????? ?????? ???? ??????
????? ????? 
???? ????? ?????
???
???? ????? ????

???? ????? ???? ???????? ??????

???? ??? 12 ??? ???? ??????? ???? ????? ?????? ? 2000 ???? ?????? 
????? ..."
 ???,   ?? ?????? ,???,500,10,5,5,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,150000,"??????? ???? ?? ??????

???? ????? ?? 15 ???? ??????
??????? ??? ??????? 

????? ?????? 500 ???
???? ????? ?? ???? "" ???????""

."
 ???,   ?? ???????? ,????,300,0,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,"??? ????? ???? ??? ??????? 

?? ??? ???? ????? ????? ???????? ????? ??.???????"
 ???,   ?? ??????? ,???,500,2,7,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,220000,???? ????? ????? ?????? ????? ???? ??????
